clean_title,sentiment_from_rating
Faulty product,0
Bad wire quality,0
Not good,0
Stopped working after a month,0
Really bad quality,0
It is bad experience,0
Poor quality,0
waste,0
Colour issue,0
Not comfortable enough,0
Do not Purchase this headphones,0
Just use of 10 days it is not working,0
Do not even think to buy this product,0
Not to buy,0
Waste of MONEY DO NOT BUY AS SAME RS 50 PRODUGT,0
Now quality very bad,0
Cheap product no invoice no warranty,0
Not advisable,0
No earphones in the packet,0
Stopped working in 2 months,0
Only one side is working now Review after 4 month use,0
Avoid to buy,0
Clearity n bass efficiency,0
Thikthak,0
Waste of money will not work after warranty period,0
Poor,0
Ok,0
Do not buy this product,0
Do not buy,0
50 50,0
Good,0
Durability,0
SOUND QUALITY IS NOT UPTO THE MARK,0
Nothing was in package,0
Bad quality,0
Normal product,0
Not upto the mark,0
Hey Amazon,0
very bad worst product,0
Right side ear phone not working,0
Mic is not working,0
Not good enough,0
Quality not as expected,0
Still not return pickup this item not good,0
Not good,0
works only for few months,0
Very Very Very Very Very Worst product,0
Not good,0
Sound,0
Not long lasting,0
Bassheads more like Flatheads Please do not buy,0
This is a waste of money product never buy it,0
Bass is important because headset name it is self Boat bassheads but there is no bass,0
Does not work well,0
Boat earphones,0
Stopped functioning,0
Used ear phone,0
Worst,0
Is not upto the mark,0
Left ear quality is very poor,0
One Earpiece not working disappointed with quality,0
Boat headphones are poor quality Is boat company even listening,0
replacement needed,0
Waste of money,0
There is an echo on voice calls at the answering end,0
Headphone 13 months me bugad gaya,0
Don buy itz duplicate,0
Is se to 100 rupye wala accha sound krta h,0
Samsung earphones does the great job,0
Boat earphones review,0
Bad build quality,0
Worthless,0
One ear piece stopped working within 2 months of purchase,0
Wastage of money,0
Stopped working in 2 months,0
Worst product Pls do not waste your money,0
Dissatisfied,0
Gets damaged easily,0
Not feels good on ear,0
PLEASE HELP,0
Do not Buy,0
Damage piece delivered,0
Realms buds are better,0
Not a good quality product,0
Mic,0
Ok product,0
no that good,0
Nice,0
Headphone jack is not working,0
Issue in both mic n earbuds with in 3 months,0
Not worth at least 350 rupees,0
Good boat sounds and Bass,0
OK Product Not that Good,0
Extremely Terrific,0
Useless,0
Not to buy,0
Kindly replace The mike has stopped working nd sound is less too nd it is still on warranty,0
DISSAPOINTED,0
Not good,0
No,0
one ear piece has got stopped working and not happy with what I had,0
Not working,0
Not Good,0
The product I received was fraud,0
Do Not buy Lasts only over a year,0
Boat 100 headphones review,0
Bad Quality Work only 15days,0
Great product in the price range but no durability,0
Bad product y,0
please look into quality because this video,0
No warranty,0
No cable wire,0
Not to buy bad customer service if ur product is not working,0
1 side earphone not working after 4 months of use,0
PLEASE DONOT BUY WORST CUSTOMER CARE EXPERIENCE,0
No good bass,0
Bad sound quality,0
Ok ok,0
Zero Comfort,0
Very bad,0
Sad,0
COMPLAIN REGARDING EARPHONES,0
Mike not working,0
Disappointed,0
No Alexa built in,0
Sound quality very bad,0
These is the worst product,0
BOAT Earphones,0
Bass quality poor,0
Not supported,0
Buy it at your own risk,0
Left side speaker not working improve ur design,0
Uncomfortable to use for long hours,0
Very ordinary product,0
Poor noise,0
Please do not buy,0
Do not go for it,0
Not Working after 6 Months,0
It did not last for 3 months,0
useless,0
Very disappointed,0
Replacement needed,0
Ok,0
Microphone not working fine,0
Quality,0
Poor Warranty,0
Damaged within 3 months,0
Quality grains on call unable to hear properly,0
Making weird noise bad product this is,0
Worst product quality,0
Cheap quality,0
Watse of money do not buy,0
Not working after six months,0
Fake,0
Buy for built quality not for sound quality,0
Not good,0
automatically disconnecting,0
Poor quality,0
Very good but short life,0
Stopped working mic,0
Returning Worst than Samsung earphones,0
Not working for calling,0
Not so good ear phone,0
Alright,0
Stopped working in Six months The worst,0
Not worth,0
Causes problems with mic,0
Sound is not good enough,0
Problems,0
Ttt,0
Not good for long,0
Disaster,0
Bad quality,0
Low mic sound Low quality,0
Not good,0
Invest in better quality earphones,0
Do not buy,0
Worst product,0
not working within a month of purhcase,0
Sucks,0
Worst service experience,0
Do not buy this,0
Broke within 2 weeks,0
Please choose right colour,0
Warranty claim,0
Not worth your money,0
Bad service,0
Multiple Issues in the earphone,0
Waste of money,0
Jack issue,0
Not happy Too bad experience,0
Not a good quality product,0
Mk,0
Worst Earphone,0
Stopped working,0
Cheap and poor quality Not worth your money,0
It is poor quality,0
Average,0
Do not waste your money,0
Just a ok,0
Do not buy this even if they sell it for 50,0
Sound quality,0
Good but not that durable,0
Fake Warranty,0
Sound,0
Do not go for it Selling fake headphones or damaged ones,0
Excellent product,0
good but slips,0
Stopped working after 2 months,0
Very bad,0
Worst product,0
Do not buy,0
Choose other,0
Waste of money,0
A regretful buy,0
2nd time got worst product,0
DISAPPOINTED,0
Not working after 1 month of usage,0
Defective product,0
Worst Cable quality,0
Disappointed with the quality,0
Low Quality,0
Below average product,0
Good for short term,0
Good,0
Worst product,0
After one month use its stopped working,0
Not working,0
Average,0
Bad quality of this product,0
Erratic working,0
Not worked for even an year,0
Average product,0
Defected,0
So much of hype for the product is completely unnecessary,0
Worst Do not justify the tagline of EXTRA BASS,0
Worst earphone ever bought,0
Experience was ok not so good,0
Not worth buying it,0
Nothing,0
Defective product,0
Stoped working in 2 3 months,0
Quality,0
I think this is good,0
Worst ever if you want to order select another good quality,0
Waste for Money,0
Just okay product,0
Replacement,0
Nothing great just like any other earphones,0
Sound quality is very poor,0
NOT RECOMMENDED,0
Disappointed,0
Good but not soo good,0
Already used,0
Poor,0
Faulty item,0
Waste of money,0
Stop working,0
so bad quality i have purchased this before 2week and now it is not not working,0
Worst Experience Not worthable,0
Not a satisfying experience,0
Do Not buy,0
Not working suddenly how should I replace it,0
The worst earphone on Amazon,0
Bad bad product,0
Return policy is not good,0
So so,0
Do not buy,0
Stopped working,0
Defective product,0
Poor sound quality,0
Not good,0
Good,0
Horrible Product Do Not Buy Waste Of Money,0
Broke within a month,0
Worest,0
It s not suitable fur my mobile,0
Poor sound quality,0
Bad experience,0
Refund or replacement needed,0
Worst Earphones,0
Charged for nothing,0
Worst product,0
Complaint,0
Good,0
Want to replace item,0
It was defect in 3 months,0
Poor quality,0
Warranty claim issues,0
So so,0
Defective product,0
Worst ear phones,0
Theek thak,0
Do not waste your money go for realme earphone,0
Less durability,0
Faulty product quality was dam bad,0
Have other better options too under this cost,0
Do not buy,0
I cannot get my warrenty,0
BUY IT AT YOUR OWN RISK,0
Not worth it,0
Picture of mic being on the right headphone is misleading,0
Do Not buy it,0
Worst sound quality,0
Poor quality,0
Do not buy,0
Worthless avoid at all costs,0
The fake product cheating,0
It is of a worst quality stopped working after 1 month,0
Sound quality is terrible,0
The right side of earphone stopped working after 3 months,0
Mic Not Working Bass sound ok ok,0
Good,0
Worst headphones will not play any sound,0
Worst product,0
Stops working within 7 8months,0
Best,0
Worst product,0
Bad products,0
Did not meet the expectations,0
Very disappointed,0
Waste,0
Worst product,0
Bad quality,0
Do not buy very cheap quality,0
Ok,0
Review,0
Fake product,0
Mic does not work at all,0
Do Not buy,0
Really wastage of money,0
Its not working after few months please replace under 01 year warranty,0
Build is not upto the mark,0
Disappointed,0
One Side Stop Working after a Month,0
Headphones sound issue,0
Waste of money stopped working after just 3 days of usage,0
Bad,0
sound is not good as expected,0
Worst Warranty claim experience,0
Pathetic Customer service,0
Not sturdy,0
Its one side stopped working after 4 months,0
Bad performance this product,0
Not worth it,0
Do not buy,0
Very weak,0
quality is not as expected,0
Bass,0
Boult is better at this price,0
NO bass,0
Waste of money not working from 20 days from the date of purchase,0
6 month only worked,0
I did not get plug into nirvana,0
K,0
Not good,0
Poor quality,0
Okay ish,0
Ear pain,0
Very Bad Quality Headphone,0
Dint expected such a product,0
very bad experience,0
Defective Chinese product,0
using this earphones,0
Not expected such poor Sound quality from boat,0
Not worth of money,0
Received Defective piece,0
Bad Sound,0
Fake,0
not for long time,0
Worst product,0
No volume or button and forward rewind button,0
Bad,0
Under warranty period still stopped working,0
delicate and dangerous to buy,0
Disappointed,0
Do not use this boat ear phones,0
Do not buy Useless product,0
Boat earphones,0
Stopped working,0
Regret buying,0
Not happy pathetic,0
i felt cheated it was not Made in india but china,0
So bad,0
Not worth enough,0
Worst,0
Not worth,0
Not satisfied,0
Poor quality wire,0
Super bad ear phones,0
There are better ones at the same price,0
Cheap sound quality no bass,0
Only for songs not for calls,0
Not too good,0
Cracky noise,0
Not Good,0
Worst Product,0
Do not buy,0
Bad,0
West of money,0
Not good product at all by boat,0
Sabse ganda headphone,0
Its noising outside,0
Connectivity issue,0
Not working after 6 months,0
Not impressive,0
Worst,0
Poor quality and fit,0
Not bad,0
BASS is good but the Volume is a bit down,0
Average purchase,0
Not what I expected,0
Dead,0
Received used earphone with damaged box,0
Purchased on 4th October not working now Disappointed,0
Waste of money,0
Not worth,0
Average,0
Waste of money even it is lesser,0
NO COMFORT AND HURTS EARS,0
DO NOT BUY IT GUYS,0
I want new headphones This is not good product sell by Amazon,0
Sound quality not good,0
Never buy,0
Waste of money,0
It could be better for this price,0
The Headphone Jack is Extremely Weak and it stops working in 2 weeks,0
Do Not buy,0
service center not available,0
Unhappy with the product,0
Ok,0
Not fit for listening songs or music,0
Worst product,0
Too much noise even for small movements Sound is not bad,0
Do not waste your money on this one please,0
Crap Bass Build qualiity nice,0
Mic is not working,0
Not happy with the customer service,0
No bass,0
Not worthy,0
Does not work,0
Goof product but not price worthy,0
Not guaranteed product,0
Warranty,0
Terrible Highly not recommended,0
Waste of money,0
Not good quality,0
Poor quality,0
one side ear not run properly quality is poor,0
Not good for making call it is good for only music,0
How can return this product N get replaced without any extra payment,0
Not worth,0
Do not buy,0
Stop working in 2 month worst pdt,0
very poor quality,0
It is like cheap earphones,0
Dissapointed,0
Not reach the expectations,0
Not satisfied Need help,0
Not worthy and noisy audio,0
Terrible product,0
Not usedul very bad product,0
Disappointed in boat,0
How to claim warranty,0
Stopped working after just 3 months,0
Not good quality,0
Damaged,0
It is like local one,0
Quality not as expected,0
Wire diameter,0
Sent me the invoice of this product please,0
I do not think its worth it,0
Genuine Review Poor Quality,0
Worthy,0
Very poor product waste of money,0
Worst,0
Worst experience with Boat,0
Get broken in tqwo months,0
Want to replace it,0
Please read before you buy these Trial Earpiece,0
Worst earphone ever,0
Sound quality,0
Sadly disappointed no sufficient bass,0
Very poor quality,0
Stopped Working with 2 months,0
Go for a better one,0
Do not buy,0
Pathetic quality do not waste ur money,0
Giving me problems within a month,0
DISGUSTING PRODUCT NEVER BUY IT,0
Not as much captioned,0
Not a good product,0
Okay for the price,0
Faulty product,0
These earphones are generating huge noise while I am talking,0
Not so good for the price Audio quality is poor Go with Samsung,0
Worse product,0
it broke,0
Below Average,0
Problem in speaker,0
Please replace this product,0
Spend more then headphones for mobile repair,0
Sound quality not optimum,0
Microphone not working,0
Do not buy Save ur money,0
Defective product received,0
Bad quality,0
Not for Good,0
Quite average to be honest,0
It is only short time usage do not purchase,0
Weak strings,0
Low quality,0
Not at all durable,0
Na,0
Not audible,0
stop working with in 5 months,0
Do not bother,0
plz do not buy this earphone,0
No good quality,0
left has no sound,0
Utna acha nehi,0
The earphones will be damaged in few months,0
not ok,0
Wrost return policy,0
Never trust Amazon,0
Awesome prodect,0
not working,0
One side is working and one is not,0
Not a durable earphone,0
Boat BassHeads Just name sake bass,0
Product Design Issue,0
Build quality very bad,0
cheap quality from boat,0
Irritating voice quality,0
Uncomfortable,0
Nice,0
Average,0
Poor Mic,0
Not good stopped working within 3 months,0
not working with oppo phone,0
Totally bad experience,0
Worst Headphones,0
Boat earphone,0
Default product received not good and packing also bad box crased plasters covering,0
Bass quality is worst,0
Bad mic,0
No,0
worst experience,0
dissappointment,0
Bad broduct,0
Worst headphones ever,0
Very cheap,0
I want the warranty,0
Bad,0
CANNOT WEAR THEM,0
No bass at all,0
Worst quality,0
Refund the amount,0
Not working after 2 months,0
Left side does not work,0
Worst quality,0
Very bad product,0
Bad quality,0
Not worth the price Total waste of money,0
Stopped Working in 3 months,0
Disappointing experiaence,0
Faulty product in 90 days of use,0
Opened box and a different and cheap headphones inside,0
Cheap but wait You will have to compromise Quality,0
it is fine but i think socket and othets problrm only,0
Do not buy it,0
Very bad my earphone is not working,0
Received a poor quality tampered earphones,0
Need Help,0
Do not buy it is working temporarily one speaker is not working,0
Too much costly and no long lasting,0
Worst purchase,0
Spoiled within months of purchasing,0
Useless do not ever buy,0
Go for sound quality but not for build quality,0
Poor quality,0
Stopped working after 1 week,0
It stopped working one side earphone after one month,0
Do not buy these headphones,0
Wire quality terrible,0
Pls do not buy,0
Good considering price,0
No headline,0
Mic is not working and it is 13 days old,0
Faulty product,0
Not so good,0
Ek mahine me ek kaan ka khrb ho gaya saala,0
Right earpone stopped working within a week,0
Got complaint just after 2 weeks,0
Worst product,0
Please do not buy this product it is the oldest stock,0
Think before buying,0
Worst product,0
Not working after 1 month,0
It is good product but for me not fit,0
Brand Name alone does not give the best,0
Very bad do not purchase,0
Worst Bass Uncomfortable Ear plugs,0
Do not buy this product,0
NO BASE ONLY FOR CALLS NOTHING HERE FOR MUSIC LOVERS,0
Do not buy it,0
Faulty product,0
USELESS,0
Not good at all,0
Defective products,0
Not comfortable should not go for this one,0
Worst product,0
Pathetic and useless,0
A clear cristyalis not there,0
Not satisfied,0
Worst item,0
BassHeads lacks BASS,0
Not upto the mark Advisable not to purchase it,0
Issue in 3 5mm pin,0
Bad,0
Return or Refund,0
Good sound quality but lasted less than 6 months,0
Not good,0
There is some noice during music and call,0
Very low bass,0
Right side stop working,0
This is not like original it seems duplicate product,0
Physically is working but mic quality is very poor,0
Not a good product,0
Hurts my ear,0
WORST,0
do not buy,0
Will work for 1 year only,0
WASTE OF MONEY PLEASE DO NOT BUY Mi BASIC EARPHONES ARE BETTER THAN THIS POOR AUDIO QUALITY,0
Disappointed,0
Volume,0
not worth buying,0
Product is not good,0
Want to return,0
Does not Work,0
Product life is very less,0
Poor product pushed by ratings and reviews,0
Review after 3 months,0
Good sound quality but bad durability,0
Do not buy this,0
Poor quality,0
PLEASE do not buy,0
Low longivity of 3 months,0
Do not go for it,0
Technical Issues,0
Mi is better than this,0
Poor Bass No expected from Boat,0
Mic stopped working within a month,0
2 months left speaker is gone,0
Poor quality,0
Do not buy,0
Was Good until it stopped working,0
Bad product,0
Not worth,0
It is not audible on the right side,0
Complain about sounds and bass,0
Madam bade aur darshan chote,0
Not a Bass sound,0
Very poor product,0
No sound quality,0
Worst of money,0
Not satisfying,0
Stopped working,0
bakwas,0
It is not long term uses,0
Not fitting at ears,0
Unable to fulfill the expectations,0
Totally waste of money,0
Do not buy,0
Average,0
complaint,0
Not recommended,0
Not compatible for my device,0
Sound was great but Mic was really bad,0
Useless product,0
Left side started not working in just 4 months,0
Worked for 5 months,0
Very bad experience,0
within two days oneside speaker not working,0
Avg Below avg product,0
waste,0
Worse products,0
Bad overall,0
Worst product,0
Not good,0
Very poor customer care,0
Quality bad,0
Do not buy,0
Not working properly,0
Poor Quality sound and no bass at all,0
Irreplaceable,0
Do not go for it,0
Worst sound n quality,0
Headset review,0
Stopped working within 2 months,0
Sound very bad,0
Not puchase online,0
Worst,0
Ok not baad,0
Duplicate product received,0
Right side earphone stopped working,0
Waste product on life side it is not working with in 3 days,0
Mic position,0
MIc does not work at all,0
Amazone is a thief amazone back my mone 3 years latter,0
Worked good but only for some months,0
Worst quality delivered,0
Very bad service,0
Total disappointment,0
Expensive n poor quality,0
Bad ear phone,0
bad,0
Good,0
Disappointed,0
Right earphone stopped working within a month,0
Do not buy this,0
Waste of money,0
Worst product,0
Will Not last more than a few months I have baught more than 5 different boat products,0
Too bad,0
Mic stopped working,0
Waste of money,0
Ok,0
Not a great product,0
Bad quality,0
Sound problems,0
Average product,0
Useless product,0
Bad,0
Not worth it,0
But 5months become non functional,0
Quality is not good,0
Stopped working after 1month,0
DO NOT BUY IT,0
Purchased for simple calls use,0
Worst microphone quality,0
It is not like boat if it is it will damage the brand name,0
If you are considering bass please do not buy it,0
Cheap product,0
Worst,0
Not Satisfied,0
Right bud stopped using,0
Product I received not good,0
Average,0
Try to best,0
Do not buy this product,0
Bad piece of the product I received,0
Not as accepted,0
Headset is not working,0
Wast product sound quality very poor,0
Not working within 6 months do not buy,0
PATHETIC LOW QUALITY PRODUCT AND ZERO SERVICE SUPPORT WASTE OF MONEY,0
Other person can not hear me Music is awesome But conversation is bad,0
Bad quality,0
Mic is not working from zero day,0
And it is computable with all the smart phones,0
Product is not durable,0
This headset not supported mic,0
Review,0
Not great for calls,0
Please do not buy this money waste time waste,0
Very bad for ears,0
Stopped working in a month,0
Not worthy,0
Handsfree not working,0
Duplicate product,0
Worst headset,0
Quality issue,0
No bass at all Cannot return this product only replacement available,0
but one is working and one is not working,0
Worst quality Damaged in 4months,0
It is does not work,0
Not working,0
Damaged head set,0
Not Recommonded to anyone for this purchase via Online,0
Boat earphone,0
Poor quality,0
Not a best product of boat,0
Not working after 6 months,0
hissing sound always,0
Bad,0
Mic is not working,0
Waste of money,0
Its an average product,0
Not much happy with the product,0
It is not working well,0
Sound,0
Poor sound quality and support for devices,0
Will not recommend this if price is not the constraint,0
The mic stopped working after a week Very unsatisfied,0
Worst mic quality,0
29 days before death,0
Worst,0
Stopped working after a while,0
Worst product,0
Sound quality is good but the aux cable quality is weak,0
poor earphone,0
kaam chalo,0
Damaged product,0
Did not last more than 03 months,0
Am disappointed,0
Go for different one,0
Worst headphone No help,0
Mic too far down Ears hurt after prolonged use,0
Good sound but worst in build quality technology,0
Average,0
Buy at your own risk,0
Not Satisfied,0
It is worked only for a month and I do not know what to do with this,0
Overall its not a good product in this price range,0
Do not Buy false warranty guarantee of 1 year,0
Ok ok,0
I want to exchange it Because one side of Earfone sounding very slow Help me,0
Waste of money and worst product,0
Poor built quality,0
Waste product,0
Voice good,0
Scam,0
Bad sound quality,0
Ear phone faulty,0
Quality disappointed,0
Great product quality,0
Very bad quality product,0
Cheap quality,0
Trouble making item,0
Assistant button was failed,0
I want to exchange this,0
Not durable,0
One side of the earphone is not working,0
Very uncomfortable,0
Sorry to say,0
Do not buy,0
Better for watching videos than calling,0
Please do not buy it,0
Poor quality one Returned it as such,0
Roadchhap type quality,0
Do Not Buy Please damage and effective Peaice,0
Worst product no quality my product damaged after 1 month of use warranty claims are very poor,0
Worked only for 2 weeks,0
Not worth,0
Wire quality is low,0
Mic is worst,0
Nice,0
Earphone button is not working,0
One side stopped working,0
Not working after 3 months,0
Not quality products,0
One of the earphones stopped working,0
Stopped working in 5 months,0
Warranty claims procedure requested,0
Worst product,0
Waste of money,0
Poor Sound Quality,0
Worst,0
The voice control issue with headphone,0
ZERO STARS FOR A HORRIBLE PRODUCT,0
Not working after 1 month,0
Not So Good,0
Plz improve headphone wayer berk problem,0
The box seal was broken,0
Stopped working after 2 months,0
Do not buy it,0
Normol use 3 months life,0
Not good product,0
Worthless,0
wrost,0
Bad product,0
One side of earphone not working,0
OK for the price,0
WORST BOAT,0
Very disappointed,0
Very poor stoped working after two months,0
ONE EAR ALWAYS ENDS UP NOT WORKING,0
Poor product,0
Bad,0
Headphone have no BASS so no need to buy friends,0
Not recommended,0
Soud,0
Not worth of money,0
Not of good quality,0
not good,0
an average 1,0
Very short longevity,0
Microphone very feeble and other end person cannot hear properly even if we speak so close and loud,0
DAMAGE PRODUCT RECEIVED,0
Damage item,0
Worst,0
There is not Bass in earphone,0
Not durable product,0
Very bad quality,0
Scam product,0
Very bad Not working,0
Poor quality check,0
Horrible product,0
Fake promises,0
Useless seller do not buy,0
Not satisfied,0
Not the best,0
Poor quality,0
Stopped working duplicate product,0
I do not like it,0
Worst product,0
Poor quality products,0
One side not working,0
Okay product,0
Not satisfied,0
Do not buy boat 100 head set,0
Right bud not working,0
Replacement required stopped functioning,0
Not good,0
Stopped working,0
Bad quality,0
Do not buy Waste of money,0
Bad bad bad boat service very bad,0
Not good,0
noisy,0
Bass quality,0
Very bad products do not buy please very bad products is this,0
Careful look for other options,0
Nothing juust do not buy it,0
Not upto the mark,0
Average,0
Cheater,0
Waste of money,0
Worst,0
Lasted me 15 Days,0
Do not go for it cheap quality Bad sound,0
Not good,0
Quality is poor,0
Greatly disappointed,0
Worst product,0
Left side not working,0
It stopped playing,0
Left side of the Headset is not working properly,0
Disappointed Warranty not working,0
Faulty headphones,0
Worst product Do not buy,0
Exchange,0
Dolby sound,0
Bad Product,0
Not worth,0
Not recommendable,0
Worst product,0
Not good it is ok that is all,0
Very bad service by boat,0
Waste of money,0
Nice,0
Average quality,0
Average,0
Bad quality,0
Bass is ok,0
Disappointed,0
Perfect pink,0
Went bad in the first few months of use Made in china product,0
Sound quality,0
Base quality,0
Volume Auto Reduction while jogging,0
Pathetic sound quality,0
Damaged within a week,0
Extremely poor quality of product,0
Within 15 days this 3rd class earphone malfunctioned One side has become totally mute,0
Out of two one does not work as no sound comes when any music is played,0
Stopped working in 3 months,0
bad,0
Wired earphones cannot live longer,0
Not good AMAZON did not support hence had to approach directly,0
Both side stopped working,0
Good look,0
Worst earphone,0
Low quality,0
Do not spend your money for this useless thing,0
DO NOT BUT,0
Not recommend,0
Returned,0
Design good quality poor,0
Not worth it,0
Not a good quality,0
An average product try your luck with other earphones,0
Do not buy this,0
Not good plz do not buy,0
Built quality declined do not buy,0
Not recommended,0
False features,0
DO NOT BUY,0
Waste of money sound quality also upto the mark,0
Not expecting from boat,0
return this earphone as it is within the warranty period,0
Not good,0
Defective item,0
Quality is worst,0
Not working,0
Y,0
Not good quality,0
Not recommend at this price,0
Poor Bass Quality,0
Not satisfied,0
Worst Product Stop working in 6 months,0
Not worthy,0
Waste of money,0
one side is not working,0
DO NOT BUY,0
Not as per description No BASS,0
Poor design A pain in the ear,0
Waste of money,0
Not sure about its warranty either it is 6 months or 1 year,0
Broken on arrival,0
Punch of Bass Missing,0
How to get earphone replace or repair it,0
Not good,0
Poor Sound Quality,0
Waste of money,0
Wire quality is so bad,0
Bad sounding of earphones,0
Worst,0
Bad experience,0
temporary replacement,0
Bad quality sound and bass,0
Poor customer service,0
Bad quality,0
I WANT TO CLAIM WARRANTY,0
Not good,0
The product was good but not tangible,0
Waste of money,0
Pathetic,0
Does not suit for Samsung j7 prime,0
Product quality is very bad,0
Ok,0
Worst product I have ever used,0
Bad choice,0
Very bad experience,0
It is bad,0
Product is not working properly,0
Poor quality product,0
Average product,0
No noise cancellation,0
1side not work this earphone please replace the one product,0
Easy to break,0
Bad,0
Want to exchange this product,0
Mike stopped working,0
Will Not Last For long,0
Earphone stops working within 10 days Got warranty repaired,0
Not bad but not batter,0
Problem in one side of earphone,0
Average,0
Overrated,0
Stopped working in a month,0
Stop working within 2 months,0
Faulty product,0
Not durable,0
It is not at all good it stopped working within 2 3 months of purchase,0
mic becomes deaf,0
Very bad,0
Okay product,0
I am not satisfied,0
Cheap quality Avoid,0
Not good,0
worst,0
Very Less durability,0
Worst,0
Bad choise,0
Not worth the hassle,0
Not recommended,0
Earphones needed much improvement,0
OK ok,0
As i have been using boat products regualrly but this product did not meet my expecations,0
Poor quality headphones,0
Cracking Issue,0
Bad quality,0
Sound and bass is very bad,0
Amazon prime for you,0
Not worth it,0
Not audible very bad quality,0
Stopped working within 6 months,0
Fitting and sound,0
Very poor quality,0
Product is different than what is shown in images,0
Was not up to expectations,0
1 month usage,0
Check the photo and video section,0
Lasted only 3 months,0
Did not last for a day,0
One ear plug broken already,0
Overpriced,0
Defective piece,0
Ok ok,0
Do not go for it,0
Bad audio quality,0
waste of money,0
Average,0
Do not buy this,0
Its not worth it,0
please change this pics,0
Worst Product Ever,0
Kindly replace the product,0
Avg,0
Disappointing,0
Buy your own risk Build quality is Not Good,0
not reliable,0
Bad product,0
do not buy,0
No up to remark,0
Bassheads with no bass at all,0
Ur luck,0
Worst Product,0
O,0
Good sound but very hard material used No proper cushion given to earphones,0
Do not buy it bad warranty system,0
It is not working,0
Not satisfied,0
Bad quality,0
Not good,0
Not Satisfied,0
punitshrivastav36 gmail com,0
Not recommend if you care for your ears,0
Ok but not preferable,0
Not good,0
Good sund but lacking strength,0
Mick,0
Not worth the money,0
Faulty device,0
Sound quality is worst,0
Bad,0
Poor Sound Quality,0
I did not buy this for a month use,0
Worthless buy,0
Major problem,0
Average product,0
Not good,0
Song beats cannot be heard Good noise cancellation,0
Poor quality,0
Audio quality is so poor,0
Very bad quality,0
Mic does nit work,0
Very bad wire quality,0
Bad,0
Sound quality,0
Gone in 2 weeks,0
Not ergonomic design,0
Torn wire around the jack was glued with adhesive,0
Waste product,0
Just local,0
Not worthy,0
do not buy,0
Never go for a BOAT product,0
Do not go with reviews,0
Stopped working,0
Stopped working after 1 year,0
For those who like music but do not have music sense,0
Problem,0
Sound is very low,0
Worst Customer care service,0
Boat bassheads,0
Good sound quality but worst build quality,0
Do not buy buy a quality product,0
Less life uncomfortable to wear not worth the cost,0
Very Poor quality,0
Replacement or refund of boat bass wired head phones,0
Defective Product,0
Very bad product,0
Bad experience,0
Not worth,0
Problem of sound within 2 months of purchasing,0
Its worst earphones,0
MADE IN CHINA,0
It is sound quality not so good,0
Not upto mark,0
Just normal sounds like street ear phones,0
Not good,0
Average,0
A bit below average,0
Stopped working after just 6 months,0
Malfunctioning,0
I would not recommend this product,0
The microphone quality is really bad,0
Good,0
Came only for few days,0
Continuous Noise from speakers were coming,0
Never buy this,0
Not a good product to be sold on Amazon,0
Worst quality,0
if budget is low than be a option,0
Worst product with no bass,0
Not good,0
Not working properly,0
Do not believe online headsets because they will not work long,0
boat earphones,0
Not satisfied,0
Worst,0
Poor quality product,0
Not at all satisfied,0
Good,0
Poor product life,0
Waste of money,0
Worst product ever,0
Do not go for this worst headset,0
Crappy earphone,0
Functioned properly only for a week,0
Most bogus pair of earphones which sounds like,0
Voice breaking,0
Application for warranty,0
Worst product,0
Last only 1 month,0
Do not Buy,0
Product does not last for 3months,0
Low bass and poor sound quality,0
Not worth buying,0
It stopped working after a month of use,0
Not value for money,0
Rubbish product,0
PLEASE DO NOT ORDER THIS,0
Not good to be used for long time Causes pain in ear,0
Very slow,0
Not good,0
Good,0
Its very worst product please do not buy,0
Worst earphone ever,0
Do not buy,0
Good quality but less bass,0
SHAME ON ITS QUALITY FOR 399 RS,0
Quality good but stopped working early,0
Poor quality,0
Useless and unreliable,0
Not the best,0
Not durable,0
Not good Do not buy,0
Poor performance,0
If you love bass then do not buy,0
not too good,0
After 5month usage of this head phone its not working duplicate product,0
MIC is not working,0
Looking good quality bad,0
Pathetic product,0
Do not expect much as advertised,0
Not good product,0
Not good,0
Very cheap quality sound,0
Functionality issue,0
Poor quality,0
Its an average quality headset,0
Sound quality is not upto mark,0
Awsm product,0
Poor Quality,0
Disappointed,0
Headphone defect,0
Its ok Better to go with Jbl with same price,0
Do not buy,0
Worst quality,0
Very bad,0
It is jack gets damadged in shorter time of use,0
Stop working after 2 month service number not working not know how to get return,0
Within 2 months,0
Low quality sound issue after2 months of usages,0
Defective earphones be aware,0
One ear buds sound off,0
Do Not buy,0
Did not like the product Stopped working in 2 months,0
My experience,0
Not satisfied,0
Sheer waste of money,0
Poor Quality,0
Very worst products waste of money,0
Malfunctioning,0
It is not a good product,0
Faulty mic,0
not working more then 5months,0
Hearphone not working,0
One ear piece stopped working,0
Worse Headphones ever,0
Company cannot give answers,0
Short life,0
Decent head phone at reasonable price,0
Not recommended for longer duration usage,0
Unsatisfactory,0
Problem,0
I returned it,0
Useless Product,0
Worst product,0
I want to return it back but there is no option for that before shipping I saw 10 day return symbol,0
Disappointed,0
Good but not for some mobile,0
Nt good durability,0
NOT DURABLE,0
DO NOT BUY,0
Useless product,0
Left earphone not working,0
Not good,0
Product not working,0
Actually do not buy if you want good sound quality no bass,0
Do not buy this,0
Ok,0
Worst earphone,0
Average product,0
